CustomerID,Mnemonic,Name,Account Officer,Nationality,Residence,Sector,Industry
1000001599,ATE123,TES,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000001694,AWM108,Amr Wael Mahmoud,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000001980,AZZZ,Said Mahmoud,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000654,Aa1234,Test,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000289,Abd1011,AmrAbdAllah,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000442,Ahmed,Ahmed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000461,Ahmedd,Ahmed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000469,Amany,Amany,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000534,BA111,BACORP,CEO,USA,Egypt,BRANCHES OF FOREIGN BANK,Manufacturing Sector
1000000539,BA1111,BFATCAINDV,CEO,USA,Egypt,Retail,Retail Test CaseS 956
1000000151,BA112,BANK CUSTOMER AT,CEO,Egypt,Egypt,COMMERCIAL PUBLIC SECTOR BANK,Banks Inside Egypt
1000000629,BA12,Bank1299,CEO,Egypt,Egypt,COMMERCIAL PUBLIC SECTOR BANK,Banks Inside Egypt
1000000383,BA123,BA,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000531,BAF111,BABank,CEO,USA,Egypt,COMMERCIAL PUBLIC SECTOR BANK,Banks Inside Egypt
1000000246,BAF1234,fatcatest,CEO,USA,USA,Retail,Retail Test CaseS 956
1000000222,BB11,FatcaUser11,CEO,USA,USA,Retail,Retail Test CaseS 956
1000001956,BDO099,Mendy Cooper,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000001269,BM111,BM,CEO,Egypt,Egypt,INVESTMENT BANK,Banks Inside Egypt
1000000814,BN5678,FTest,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000809,BR1234,ATest,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000663,BUCK,ABDEL HAMID,CEO,Russian Fed,Russian Fed,Retail,Retail Test CaseS 956
1000003061,Balance Outward STO 1,Balance Outward STO,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000331,Ban123,BankCustomerN,CEO,Egypt,Egypt,COMMERCIAL PUBLIC SECTOR BANK,Banks Inside Egypt
1000000808,Bb1234,Test,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000678,C1345,Test4,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000917,C234234,COMPANY EG IN MDI,CEO,Egypt,Egypt,PBS-Cooperative Associations,Trade SectorR
1000000983,C3345676,US COMPANY,CEO,USA,Egypt,PBS-Cooperative Associations,Trade SectorR
1000001268,CA111,CAB,CEO,Egypt,Egypt,COMMERCIAL PUBLIC SECTOR BANK,Banks Inside Egypt
1000000592,CAL44,RecalcitrantTest,CEO,USA,Egypt,Retail,Retail Test CaseS 956
1000001112,CARD 4,CARD 4,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000001113,CARD 5,CARD 5,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000001114,CARD 6,CARD 6,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000001109,CARD1,Card 1,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000001122,CARD1CARD,CARDCARD1,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000001124,CARD2CARD,CARD CARD 2,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000001125,CARD3CARD,CARD CARD 3,CEO,Egypt,Egypt,Staff,Staff IND
1000000986,CB899,HSBC BANK,CEO,Egypt,Egypt,BRANCHES OF FOREIGN BANK,Banks Inside Egypt
1000000171,CBE123,CBE BANK,CEO,Egypt,Egypt,CENTRAL BANK OF EGYPT,Banks Inside Egypt
1000000879,CBE22,CBE Bank,CEO,Egypt,Egypt,COMMERCIAL PUBLIC SECTOR BANK,Banks Inside Egypt
1000000658,CBEE,CENTRAL BANK OF EGYPT,CEO,Egypt,Egypt,CENTRAL BANK OF EGYPT,Banks Inside Egypt
1000002367,CBESWEEP123,CBE SWEEP,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000239,CC123,CC,CEO,USA,Egypt,PS-Economic Authorities,Retail Test CaseS 956
1000000603,CD1234,Clint Dempsey,CEO,USA,Egypt,Retail,Retail Test CaseS 956
1000001270,CE111,CBE,CEO,Egypt,Egypt,CENTRAL BANK OF EGYPT,Banks Inside Egypt
1000001203,CFT009,FatcaTest009,CEO,USA,Egypt,Retail,Retail Test CaseS 956
1000000606,CFT123,ClosedFATCATest,CEO,USA,Egypt,Retail,Retail Test CaseS 956
1000001362,CFTSHT002,CorporatFatcaSHT001,CEO,USA,Egypt,FI-National Auth. for Social Ins.,Manufacturing Sector
1000001267,CI111,CIB,CEO,Egypt,Egypt,COMMERCIAL PUBLIC SECTOR BANK,Banks Inside Egypt
1000000651,CIBEE,CIBE EGYPT,CEO,Egypt,Egypt,COMMERCIAL PUBLIC SECTOR BANK,Banks Inside Egypt
1000001977,CKO771,Mignon Gottlieb,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000747,CLG77,CorporatLimitglobal,CEO,Egypt,Egypt,PS-Public Business,Trade SectorR
1000001938,CLO082,Carlos Labadie,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000597,CLOSEDFATCA11,Pass,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000891,CNR88,CustomerNewRetest,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000001201,CO1299,test,CEO,Egypt,Egypt,FOREIGN BANKS,Banks Outside Egypt
1000001760,COMM,COMMERZBANK AG,CEO,Germany,Egypt,INVESTMENT BANK,Trade SectorR
1000000263,COO123,Test Corporate 12,CEO,Egypt,Egypt,PBS-Stock Companies (Investmt law),Trade SectorR
1000000556,COR12,NFECOR,CEO,USA,USA,PBS-Other Stock Companies,Manufacturing Sector
1000000548,CP1234,Christian Pulisic,CEO,USA,USA,Retail,Retail Test CaseS 956
1000001353,CTF001,CompanyTest001,CEO,USA,USA,FI-National Auth. for Social Ins.,Manufacturing Sector
1000001968,CURRENTDORMANCY123,CURRENT DORMANCY,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000519,Ca123,Clara,CEO,Egypt,Egypt,Retail,Staff IND
1000001110,Card 2,Card 2,CEO,Egypt,Egypt,Staff,Staff IND
1000001111,Card 3,Card 3,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000848,Cl223,Clara,CEO,USA,USA,Retail,Retail Test CaseS 956
1000000964,DAL122,dalia,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000796,DAL123,dalia,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000689,DAP88,DormantAPITest,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000948,DD12365,Hannah SMith,CEO,USA,Egypt,Retail,Retail Test CaseS 956
1000000787,DDUIIWOW,hoba,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000001313,DE111,"Commerz Bank ,FFT.",CEO,Germany,Germany,FOREIGN BANKS,Banks Outside Egypt
1000000934,DNID1212,Duplicate NID Test Case,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000001990,DORMACURR123,DORMANCY CUSTOMER CURR,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000001991,DORMCUSSAV123,DORMANCY CUSTOMER SAV,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000161,DS1234,DemoS,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000001704,DSAFA,test,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000935,DTC1234,Deposits Negative Test Cases,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000001492,DWC8484,Deposits Walkthrough Customer,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000001845,DZO072,Carlos Labadie,CEO,Egypt,Egypt,COMMERCIAL PUBLIC SECTOR BANK,Banks Inside Egypt
1000000188,Demo123,Sweepdemo2,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000509,Deutsch Bank,Deutsch Bank,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000511,Deutsch Bank,Deutsch Bank,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000512,Deutsch Bank,Deutsch Bank,CEO,Egypt,Egypt,PS-Economic Authorities,Trade SectorR
1000000672,Deutsch Bank,gana cv,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000655,Dtest12345,DaliaTest,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000805,EEEE1234,EEEEE,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000508,EFC88,EntityFatcaTest,CEO,Egypt,Egypt,PS-Public Business,Agriculture Sector
1000000718,EFC98,Testfatcaentity01,CEO,USA,Egypt,PS-Public Business,Manufacturing Sector
1000001242,EGHERMS,EG HERMS,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000002866,EH502,John11,CEO,Egypt,Egypt,Retail,Private Person (Name)
1000002880,EH503,John11,CEO,Egypt,Egypt,Retail,Private Person (Name)
1000002882,EH504,John11,CEO,Egypt,Egypt,Retail,Private Person (Name)
1000000920,ER889,Adham AHmed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000001042,ESLAM123,ESLAM,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000656,EURCLR,EUROCLEAR BANK S.A / N.V,CEO,EUR Countries,EUR Countries,INVESTMENT BANK,Services Sector
1000000668,F012,FADY ROMANY,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000001135,F123123,FATCA TEST,CEO,USA,Egypt,Retail,Retail Test CaseS 956
1000002549,F7336,Test Performance 10299,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000001097,FA123,FA,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000237,FA325,FFA,CEO,USA,Egypt,Retail,Retail Test CaseS 956
1000000578,FABNF12,FATCAFIBNF,CEO,USA,Egypt,PBS-Cooperative Associations,Manufacturing Sector
1000000707,FAD12,fatcadomtest,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000575,FAM123,FATCAUSMob,CEO,USA,USA,PBS-Cooperative Associations,Manufacturing Sector
1000000680,FAPI22,FatcaAPItest,CEO,USA,Egypt,Retail,Retail Test CaseS 956
1000000682,FAPI23,FatcaAPItest2,CEO,USA,Egypt,Retail,Retail Test CaseS 956
1000000683,FAPI24,FatcaAPItest3,CEO,USA,Egypt,Retail,Retail Test CaseS 956
1000000684,FAPI25,FatcaAPItest4,CEO,USA,Egypt,Retail,Retail Test CaseS 956
1000000685,FAPI26,FatcaAPItest5,CEO,USA,Egypt,Retail,Retail Test CaseS 956
1000000686,FAPI33,FatcaAPIEntity,CEO,USA,Egypt,PS-Public,Manufacturing Sector
1000000462,FAPI789,FATCAApiTest,CEO,USA,Egypt,Retail,Retail Test CaseS 956
1000000711,FAPO26,newfatcatest1,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000364,FATC123,FATCA USER,CEO,USA,Egypt,Retail,Retail Test CaseS 956
1000000803,FATCA MOB 11222,FATCE MOB 85,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000547,FATCA1,FATCA1Corp,CEO,USA,Egypt,PBS-Cooperative Associations,Manufacturing Sector
1000000551,FATCA2,FATCA2Corp,CEO,USA,Egypt,PBS-Cooperative Associations,Manufacturing Sector
1000000555,FATCA3,FATCA3Corp,CEO,USA,Egypt,PBS-Cooperative Associations,Manufacturing Sector
1000000533,FATCA999,FATCA999,CEO,USA,Egypt,Retail,Retail Test CaseS 956
1000000535,FATCA9999,FATCA9999,CEO,USA,Egypt,Retail,Retail Test CaseS 956
1000000536,FATCAAAAA,FATCA1,CEO,USA,Egypt,Retail,Retail Test CaseS 956
1000001906,FATCASP123,FATCA SP SP SP,CEO,USA,Egypt,Retail,Retail Test CaseS 956
1000001155,FATCATEST1810,FATCA TEST 1810,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000557,FATT11,TESTFATCA,CEO,USA,Egypt,Retail,Retail Test CaseS 956
1000000566,FATT12,TESTFATCA1,CEO,USA,Egypt,Retail,Retail Test CaseS 956
1000001403,FATTCCAA123,FATTCCAA,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000579,FC44,FATCATEST008,CEO,USA,Egypt,Retail,Retail Test CaseS 956
1000000823,FD5678,ITest,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000842,FDT66,FATCADocTest,CEO,USA,Egypt,Retail,Retail Test CaseS 956
1000001297,FEAT99,FATCAEntity002,CEO,USA,Egypt,PS-Public,Manufacturing Sector
1000000843,FEDT54,FATCAEntityDocTest,CEO,USA,Egypt,PS-Public Business,Manufacturing Sector
1000000219,FF123,TEST FATCA 1,Commercial,USA,Egypt,Retail,Retail Test CaseS 956
1000000231,FF444,FF,CEO,USA,Egypt,Retail,Retail Test CaseS 956
1000000574,FF66,FATCATest009,CEO,USA,Egypt,PBS-Personal Companies,Trade SectorR
1000001148,FF95364,Mina Saad,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000607,FFA12,FATCABALT,CEO,USA,Egypt,Retail,Retail Test CaseS 956
1000000546,FFF111,FATCACORP,CEO,USA,Egypt,BRANCHES OF FOREIGN BANK,Manufacturing Sector
1000001131,FFF123,YFF BANK,CEO,Egypt,Egypt,COMMERCIAL PUBLIC SECTOR BANK,Banks Inside Egypt
1000000162,FFH123,TestSweep,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000156,FG1234,Marwan_Foreign_Bank_Customer,CEO,USA,USA,FOREIGN BANKS,Banks Outside Egypt
1000000590,FI11,FATCAUS,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000581,FI12,FI1222,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000571,FI123,FTACAFIUS,CEO,USA,Egypt,PBS-Cooperative Associations,Manufacturing Sector
1000000572,FI1234,FATCAFICorp,CEO,USA,USA,PBS-Cooperative Associations,Manufacturing Sector
1000000887,FIN111,Finance inc.,CEO,USA,Egypt,HS-Foreign Organizations in Egypt,Trade SectorR
1000000564,FIT189,TestFICor,CEO,USA,USA,PS-Public,Manufacturing Sector
1000000549,FMA888,Fatca Mailing Address,CEO,Egypt,USA,Retail,Retail Test CaseS 956
1000000570,FP123,FATCAPassiveNFFE,CEO,USA,Egypt,PBS-Cooperative Associations,Manufacturing Sector
1000000642,FR1234,FATCA RECALC,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000300,FRET123,Fatcaretest,CEO,USA,Egypt,Retail,Retail Test CaseS 956
1000000520,FRUS,FATCARETEST,CEO,USA,Egypt,Retail,Retail Test CaseS 956
1000000605,FS12345,Fatca Son,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000001261,FSN005,Kareem,CEO,USA,Egypt,Retail,Retail Test CaseS 956
1000001958,FST002,TestShort001,CEO,USA,Egypt,Retail,Retail Test CaseS 956
1000001964,FST003,TestShort002,CEO,USA,Egypt,Retail,Retail Test CaseS 956
1000001300,FST2009,Fatca,CEO,USA,Egypt,Retail,Retail Test CaseS 956
1000000238,FT12,Marwan_FATCA,CEO,USA,USA,PS-Economic Authorities,Manufacturing Sector
1000000545,FTC123,FATCAINDV,CEO,USA,Egypt,Retail,Retail Test CaseS 956
1000000502,FTE77,FatcaEntity,CEO,USA,Egypt,PS-Public Business,Services Sector
1000000888,FUN222,Funds inc.,CEO,USA,Egypt,PS-Public Business,Manufacturing Sector
1000000857,Fa222,FatcaEntity,CEO,USA,Egypt,PS-Public Business,Manufacturing Sector
1000000247,Fut111,fatcausertest,CEO,USA,USA,Retail,Retail Test CaseS 956
1000001925,G1123244,FADY NORMAL SITH STAFF ACC,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000001926,G334456,FADY STAFF SECTOR,CEO,Egypt,Egypt,Staff,Staff IND
1000000878,GG654321,John Smith,CEO,USA,Egypt,Retail,Retail Test CaseS 956
1000000708,GGG77,fatcabirthtest,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000710,GGY88,fatcabestmobile,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000002395,GH666,TESTING1,CEO,Egypt,Egypt,Retail,Staff IND
1000001152,Gamal,Gamal,CEO,USA,Egypt,Retail,Retail Test CaseS 956
1000000754,HA5522,TEST,CEO,USA,Egypt,Retail,Retail Test CaseS 956
1000000752,HA554,TEST,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000001713,HDB123,HDB,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000001728,HDB1299,HDB Test,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000825,HG4567,KTest,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000394,HM1239,PostingTestAPIs2,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000245,HN123,Ahmed Tarek Customer,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000998,HSBCEG,HSBC Egypt Bank,CEO,Egypt,Egypt,INVESTMENT BANK,Banks Inside Egypt
1000000267,HY987654,Mdi_Bank,CEO,Egypt,Egypt,INVESTMENT BANK,Banks Inside Egypt
1000000001,IB1000000001,Test6,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000002,IB1000000002,Test Corporate,CEO,Egypt,Egypt,PS-Public,Agriculture Sector
1000000005,IB1000000005,Test005,CEO,USA,Egypt,Retail,Retail Test CaseS 956
1000000006,IB1000000006,MOUNIR,CEO,USA,Egypt,Retail,Retail Test CaseS 956
1000000007,IB1000000007,Test,CEO,USA,Egypt,Staff,Staff IND
1000000008,IB1000000008,Test TESt,CEO,USA,Egypt,Retail,Retail Test CaseS 956
1000000014,IB1000000014,Test TESt,CEO,USA,Egypt,Retail,Retail Test CaseS 956
1000000018,IB1000000018,Test1,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000020,IB1000000020,DEMOSSSS12,Commercial,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000026,IB1000000026,DEMOZ,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000030,IB1000000030,Pass,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000031,IB1000000031,Test031 Youth,CEO,USA,Egypt,Retail,Retail Test CaseS 956
1000000032,IB1000000032,Test2,CEO,USA,Egypt,Retail,Retail Test CaseS 956
1000000035,IB1000000035,Test035 Corporate,HR,Egypt,Egypt,PS-Public Business,Pharmaceuticals
1000000036,IB1000000036,Test036 Bank,CEO,Egypt,Egypt,BRANCHES OF FOREIGN BANK,Banks Inside Egypt
1000000037,IB1000000037,Test Corporate,CEO,Egypt,Egypt,PBS-Cooperative Associations,Services Sector
1000000044,IB1000000044,DEMOZ,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000045,IB1000000045,Test045 Staff,CEO,Egypt,Egypt,Staff,Staff IND
1000000046,IB1000000046,TestF,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000054,IB1000000054,TEST MINOR,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000056,IB1000000056,DEMOZ,CEO,USA,Egypt,Staff,Staff IND
1000000057,IB1000000057,Bassel Adel Saving,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000061,IB1000000061,OMAR ACCOUNTS,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000062,IB1000000062,Dormant NoTouch**,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000069,IB1000000069,TEST TEST 14,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000071,IB1000000071,TestF12,CEO,USA,Egypt,Retail,Retail Test CaseS 956
1000000072,IB1000000072,mohamed,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000075,IB1000000075,TEST26,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000077,IB1000000077,TEST TEST 15,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000079,IB1000000079,E.Payments,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000080,IB1000000080,Nermine Hisham,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000081,IB1000000081,TEST TEST 16,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000082,IB1000000082,ADemo,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000083,IB1000000083,ADemoF,Digital Innovation - Integration,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000085,IB1000000085,Marwan_Limits_Test,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000086,IB1000000086,OVVD,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000087,IB1000000087,DJ,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000090,IB1000000090,TT,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000092,IB1000000092,Tito,CEO,USA,Egypt,Staff,Staff IND
1000000094,IB1000000094,TEST STAFF,CEO,Egypt,Egypt,Staff,Staff IND
1000000100,IB1000000100,STO,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000101,IB1000000101,youth to default,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000102,IB1000000102,CCustomer,CEO,USA,USA,Retail,Retail Test CaseS 956
1000000103,IB1000000103,DORMANT CUSTOMER,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000104,IB1000000104,CCustomer2,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000105,IB1000000105,corpDemo,CEO,Egypt,Egypt,PS-Public Business,Agriculture Sector
1000000106,IB1000000106,DemoCR,CEO,Egypt,Egypt,PS-Public Business,Agriculture Sector
1000000110,IB1000000110,COB OF EOM,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000116,IB1000000116,TestB,CEO,Egypt,Egypt,COMMERCIAL PUBLIC SECTOR BANK,Banks Inside Egypt
1000000120,IB1000000120,Marwan_Sweeping,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000122,IB1000000122,OMAR DECEASED CUSTOMER,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
1000000123,IB1000000123,Mai,CEO,Egypt,Egypt,Retail,Staff IND
1000000128,IB1000000128,Marwan_Bank_Eins,CEO,Egypt,Egypt,COMMERCIAL PUBLIC SECTOR BANK,Banks Inside Egypt
1000000141,IB1000000141,TEST SIT 1,CEO,Egypt,Egypt,Retail,Retail Test CaseS 956
